id_all,B0020_nFK_prozent,B2040_nFK_prozent,B4060_nFK_prozent,tage_seit_aussaat,Tmean_gradC,Tmean_th9_25_gradC,Tmin_gradC,Tmax_gradC,relLuftfeuchte_mean_prozent,relLuftfeuchte_min_prozent,relLuftfeuchte_max_prozent,globalstrahlung_Wh_m2,windgeschwindigkeit_m_s,tageslicht_h,tageslicht_h_th9,Tmean_gradC_sum,Tmean_th9_25_gradC_sum,globalstrahlung_Wh_m2_sum,niederschlag_mm_sum,tageslicht_h_sum,tageslicht_h_th9_sum,Ton_prozent,Schluff_prozent,Sand_prozent,C_org_prozent,ibi,irmi,daily_rain,daily_irrigation
70,33.32,48.25,52.6,44,13.14,13.14,8,18.4,71.49,40.8,100,6626,4.34,15.59,15.59,462,374.33,216635.6,42.1,651.56,471.45,38.643,38.654,22.67,1.2,3.31,18.8675,2.96,0
70,32.03,46.47,52.02,45,12.88,12.88,8.8,17.2,72.45,49.8,96,5762.1,2.85,15.62,15.62,474.88,387.21,222397.7,43.82,667.18,487.07,38.643,38.654,22.67,1.2,3.41,19.035,1.72,0
70,31.26,45.64,51.9,46,12.34,12.34,5.8,21.1,76.81,40.7,100,6035.9,2.81,15.66,15.66,487.22,399.55,228433.6,45.55,682.84,502.73,38.643,38.654,22.67,1.2,3.51,19.2025,1.73,0
70,30.44,43.65,50.83,47,11.2,11.2,8.8,15,74.65,49.7,92.7,3151.4,4.5,15.7,15.7,498.42,410.75,231585,45.96,698.54,518.43,38.643,38.654,22.67,1.2,3.61,19.37,0.41,0
70,30,44.31,50.63,48,11.18,11.18,9.2,13.9,89.88,71.5,100,2537.4,3.34,15.74,15.74,509.6,421.93,234122.4,46.72,714.28,534.17,38.643,38.654,22.67,1.2,3.663333333,19.60333333,0.76,0
70,29.9,45.04,50.05,49,11.94,11.94,7.6,16.2,84.43,58.1,100,2891.2,2.02,15.77,15.77,521.54,433.87,237013.6,47.27,730.05,549.94,38.643,38.654,22.67,1.2,3.716666667,19.83666667,0.55,0
70,30.26,44.21,49.78,50,13.88,13.88,8.8,18.2,74.19,47.8,100,6431.9,1.38,15.81,15.81,535.42,447.75,243445.5,47.27,745.86,565.75,38.643,38.654,22.67,1.2,3.77,20.07,0,0
70,29.84,42.83,49.15,51,15.51,15.51,7.3,20.7,64.87,37.6,100,8419.7,1.97,15.84,15.84,550.93,463.26,251865.2,47.27,761.7,581.59,38.643,38.654,22.67,1.2,3.823333333,20.30333333,0,0
70,28.97,40.53,48.21,52,16.19,16.19,8.2,21.5,59.6,36.4,99.8,7776.6,1.72,15.87,15.87,567.12,479.45,259641.8,47.27,777.57,597.46,38.643,38.654,22.67,1.2,3.876666667,20.53666667,0,0
70,27.96,37.81,45.56,53,16.16,16.16,6.9,22.2,57.38,35.2,97.6,8807.8,1.52,15.9,15.9,583.28,495.61,268449.6,47.27,793.47,613.36,38.643,38.654,22.67,1.2,3.93,20.77,0,0
74,98.2,105.6,103.3,10,11.83,11.83,6.2,15.4,74.46,59.1,99.7,3468.7,1.71,14.11,14.11,136.11,136.11,64245.9,0,151.95,151.95,38.643,38.654,22.67,1.2,0.269373872,11.45108821,0,0
74,95.5,103.4,102.2,11,10.46,10.46,7.4,13,87.71,73.6,99.9,1361,1.67,14.16,14.16,146.57,146.57,65606.9,0.95,166.11,166.11,38.643,38.654,22.67,1.2,0.330827778,11.86888747,0.95,0
74,95.3,102.9,102.2,12,9.7,9.7,4,15.3,84.8,55.6,100,4575.7,1.42,14.22,14.22,156.27,156.27,70182.6,1.09,180.33,180.33,38.643,38.654,22.67,1.2,0.405170474,12.29162988,0.14,0
74,93.6,101.4,101.5,13,9.55,9.55,8.1,12.4,93.98,77.2,100,2810.9,2.38,14.28,14.28,165.82,165.82,72993.5,4.22,194.61,194.61,38.643,38.654,22.67,1.2,0.494449463,12.71852786,3.13,0
74,93.5,101,101.4,14,11.65,11.65,5.7,17,79.05,49.5,100,5605.5,1.41,14.34,14.34,177.47,177.47,78599,4.22,208.95,208.95,38.643,38.654,22.67,1.2,0.60070404,13.14875398,0,0
74,91.6,99.1,100.4,15,13.24,13.24,5,20.5,67.66,35.3,100,7230.5,1.15,14.39,14.39,190.71,190.71,85829.5,4.22,223.34,223.34,38.643,38.654,22.67,1.2,0.725692409,13.58114627,0,0
74,88.1,96.1,98.6,16,13.56,13.56,6.9,19.3,69.09,42.8,99.1,5158.6,1.58,14.45,14.45,204.27,204.27,90988.1,4.22,237.79,237.79,38.643,38.654,22.67,1.2,0.870900893,14.01511718,0,9
74,103.62,65.67,61.84,17,9.89,9.89,9,11.5,97.66,90.1,100,1134,3.03,14.5,14.5,214.16,214.16,92122.1,13.22,252.29,252.29,38.643,38.654,22.67,1.2,1.036901274,14.44946016,9,0
74,112.22,77.05,64.37,18,11.38,11.38,8.4,15.6,85.47,62.5,100,3655.9,1.26,14.56,14.56,225.54,225.54,95778,13.22,266.85,266.85,38.643,38.654,22.67,1.2,1.223443563,14.88355694,0,0
74,112.22,77.05,64.37,18,11.38,11.38,8.4,15.6,85.47,62.5,100,3655.9,1.26,14.56,14.56,225.54,225.54,95778,13.22,266.85,266.85,38.643,38.654,22.67,1.2,1.223443563,14.88355694,0,0
74,98.49,81.62,68.59,19,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,1.38,14.61,14.61,239.01,239.01,101983.6,13.22,281.46,281.46,38.643,38.654,22.67,1.2,1.428731779,15.31618852,0,0
74,98.49,81.62,68.59,19,13.47,13.47,6.8,19,78.94,52.1,100,6205.6,1.38,14.61,14.61,239.01,239.01,101983.6,13.22,281.46,281.46,38.643,38.654,22.67,1.2,1.428731779,15.31618852,0,0
74,89.79,78.85,69.14,20,15.52,15.52,10,21,74.55,50.7,98,6595.8,1.81,14.67,14.67,254.53,254.53,108579.4,13.22,296.13,296.13,38.643,38.654,22.67,1.2,1.649786528,15.74673413,0,0
74,89.79,78.85,69.14,20,15.52,15.52,10,21,74.55,50.7,98,6595.8,1.81,14.67,14.67,254.53,254.53,108579.4,13.22,296.13,296.13,38.643,38.654,22.67,1.2,1.649786528,15.74673413,0,0
74,82.46,75.81,68.31,21,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,1.85,14.72,14.72,269.48,269.48,114029,13.22,310.85,310.85,38.643,38.654,22.67,1.2,1.881936639,16.17399596,0,0
74,82.46,75.81,68.31,21,14.95,14.95,10.8,20.7,75.38,47.8,93.8,5449.6,1.85,14.72,14.72,269.48,269.48,114029,13.22,310.85,310.85,38.643,38.654,22.67,1.2,1.881936639,16.17399596,0,0
74,74.92,71.56,66.45,22,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,1.91,14.77,14.77,282.55,282.55,115278.5,14.77,325.62,325.62,38.643,38.654,22.67,1.2,2.119540084,16.59709508,1.55,0
74,74.92,71.56,66.45,22,13.07,13.07,11.4,15.4,89.8,73.5,100,1249.5,1.91,14.77,14.77,282.55,282.55,115278.5,14.77,325.62,325.62,38.643,38.654,22.67,1.2,2.119540084,16.59709508,0,1.55
74,70.61,71.4,65.72,23,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,2.18,14.83,14.83,298.11,298.11,122013.4,14.77,340.45,340.45,38.643,38.654,22.67,1.2,2.05,15.35,0,0
74,70.61,71.4,65.72,23,15.56,15.56,10.4,20.8,67.58,43,93.4,6734.9,2.18,14.83,14.83,298.11,298.11,122013.4,14.77,340.45,340.45,38.643,38.654,22.67,1.2,2.05,15.35,0,0
74,64.66,68.9,64.47,24,16.01,16.01,7.2,22.4,65.4,39.8,100,6707.8,0.95,14.88,14.88,314.12,314.12,128721.2,14.77,355.33,355.33,38.643,38.654,22.67,1.2,2.36,15.96666667,0,0
74,57.83,66.03,63.46,25,16.49,16.49,11.1,21.3,75.17,55.1,98.7,5798,2.3,14.93,14.93,330.61,330.61,134519.2,14.77,370.26,370.26,38.643,38.654,22.67,1.2,2.67,16.58333333,0,0
74,51.94,65,63.47,26,17.57,17.57,10.3,24.2,72.54,41.5,100,7364.5,1.65,14.98,14.98,348.18,348.18,141883.7,14.77,385.24,385.24,38.643,38.654,22.67,1.2,2.98,17.2,0,0
74,45.39,62.73,62.3,27,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,1.45,15.03,15.03,367.33,367.33,147663.3,14.77,400.27,400.27,38.643,38.654,22.67,1.2,3.121428571,17.80714286,0,0
74,45.39,62.73,62.3,27,19.15,19.15,10.3,26.1,68.06,42,100,5779.6,1.45,15.03,15.03,367.33,367.33,147663.3,14.77,400.27,400.27,38.643,38.654,22.67,1.2,3.121428571,17.80714286,0,0
74,40.3,60.97,61.16,28,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,3.49,15.08,15.08,389.98,389.98,155326.9,15.69,415.35,415.35,38.643,38.654,22.67,1.2,3.262857143,18.41428571,0.92,22.5
74,40.3,60.97,61.16,28,22.65,22.65,15.3,29.6,57.68,31.1,87,7663.6,3.49,15.08,15.08,389.98,389.98,155326.9,15.69,415.35,415.35,38.643,38.654,22.67,1.2,3.262857143,18.41428571,0,23.42
74,38.2,60.93,59.32,29,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,3,15.13,15.13,410.24,410.24,161719.2,15.69,430.48,430.48,38.643,38.654,22.67,1.2,3.404285714,19.02142857,0,0
74,38.2,60.93,59.32,29,20.26,20.26,16.4,23.6,61.73,48.8,79.5,6392.3,3,15.13,15.13,410.24,410.24,161719.2,15.69,430.48,430.48,38.643,38.654,22.67,1.2,3.404285714,19.02142857,0,0
74,36.24,56.74,58.56,30,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1.94,15.18,15.18,428.64,428.64,169602.1,15.69,445.66,445.66,38.643,38.654,22.67,1.2,3.545714286,19.62857143,0,18
74,36.24,56.74,58.56,30,18.4,18.4,13.7,23,57,35.8,83.7,7882.9,1.94,15.18,15.18,428.64,428.64,169602.1,15.69,445.66,445.66,38.643,38.654,22.67,1.2,3.545714286,19.62857143,0,18
74,35.81,61.01,58.88,31,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,0.9,15.22,15.22,445.62,445.62,177554.4,15.69,460.88,460.88,38.643,38.654,22.67,1.2,3.687142857,20.23571429,0,0
74,35.81,61.01,58.88,31,16.98,16.98,8,23.8,61.42,35.7,98,7952.3,0.9,15.22,15.22,445.62,445.62,177554.4,15.69,460.88,460.88,38.643,38.654,22.67,1.2,3.687142857,20.23571429,0,0
74,34.82,59.5125,58.1075,32,19.57,19.57,11.1,26.8,59.2,36.4,89.4,8094.5,1.47,15.27,15.27,465.19,465.19,185648.9,15.69,476.15,476.15,38.643,38.654,22.67,1.2,3.828571429,20.84285714,0,0
74,33.83,58.015,57.335,33,19.35,19.35,14.6,25.8,70.94,50.5,93.2,4046.5,2.13,15.32,15.32,484.54,484.54,189695.4,15.75,491.47,491.47,38.643,38.654,22.67,1.2,3.97,21.45,0.06,22.5
74,32.84,56.5175,56.5625,34,19.66,19.66,11.8,25.8,68.68,39.9,100,7450.4,0.88,15.36,15.36,504.2,504.2,197145.8,15.75,506.83,506.83,38.643,38.654,22.67,1.2,4.001428571,21.6,0,0
74,31.85,55.02,55.79,35,22.05,22.05,12.6,28.6,61.23,37,100,7958.7,1.53,15.41,15.41,526.25,526.25,205104.5,15.75,522.24,522.24,38.643,38.654,22.67,1.2,4.032857143,21.75,0,0
74,30.98,52.66,54.25,36,23.31,23.31,16,31.5,60.12,39.2,93.8,7067.6,2.34,15.45,15.45,549.56,549.56,212172.1,15.88,537.69,537.69,38.643,38.654,22.67,1.2,4.064285714,21.9,0.13,18
74,30.48,48.84,53.38,37,22.25,22.25,16.8,30.1,74.52,43.1,100,5660,2.37,15.49,15.49,571.81,571.81,217832.1,17.96,553.18,553.18,38.643,38.654,22.67,1.2,4.095714286,22.05,2.08,18
74,30.27,50.14,52.21,38,17.15,17.15,12,21.9,67.48,45.3,93.6,6249.9,1.99,15.53,15.53,588.96,588.96,224082,17.96,568.71,568.71,38.643,38.654,22.67,1.2,4.127142857,22.2,0,0
74,30.54,47.66,51.99,39,17.75,17.75,9.2,24,68.25,37,100,7021.8,0.94,15.57,15.57,606.71,606.71,231103.8,18.13,584.28,584.28,38.643,38.654,22.67,1.2,4.158571429,22.35,0.17,0
74,30.76,45.94,51.31,40,19.18,19.18,14.2,25.4,81.27,61.1,99.7,5105.1,2.85,15.61,15.61,625.89,625.89,236208.9,20.54,599.89,599.89,38.643,38.654,22.67,1.2,4.19,22.5,2.41,0
