"","B0020_nFK_prozent","B2040_nFK_prozent","B4060_nFK_prozent","tage_seit_aussaat","Tmean_gradC","Tmean_th9_25_gradC","Tmin_gradC","Tmax_gradC","relLuftfeuchte_mean_prozent","relLuftfeuchte_min_prozent","relLuftfeuchte_max_prozent","globalstrahlung_Wh_m2","windgeschwindigkeit_m_s","tageslicht_h","tageslicht_h_th9","Tmean_gradC_sum","Tmean_th9_25_gradC_sum","globalstrahlung_Wh_m2_sum","niederschlag_mm_sum","tageslicht_h_sum","tageslicht_h_th9_sum","Ton_prozent","Schluff_prozent","Sand_prozent","C_org_prozent","ibi","irmi","wasser_input","id_all","daily_rain","rain_sum7","rain_sum14","water_sum7","water_sum14"
"284",41.91,61.93,73.8,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.62,18.54666667,6.6,11,6.6,12.9,25.5,12.9,30.83
"285",40.06,58.4,73.11,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.69,18.76,4.7,11,4.7,13.6,30.1,13.6,30.1
"286",42.56,56.21,72.69,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.7825,19.465,0.8,11,0.8,14.4,29.3,14.4,29.3
"287",40.99,53.65,72.02,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.875,20.17,1.5,11,1.5,15.9,27.1,15.9,27.1
"288",36.09,50.47,71.32,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.9675,20.875,0,11,0,15.9,27.1,15.9,27.1
"289",31.46,46.62,70.64,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4.06,21.58,2.7,11,2.7,18.3,29.8,18.3,29.8
"290",28.11,42.18,69.69,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4.06,21.58,1.2,11,1.2,17.5,31,17.5,31
"291",26.43,38.02,68.64,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4.06,21.58,0,11,0,10.9,23.8,10.9,23.8
"292",25.58,34.65,67.45,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4.06,21.58,1.5,11,1.5,7.7,21.3,7.7,21.3
"293",25.05,32.4,66.29,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4.06,21.58,2.2,11,2.2,9.1,23.5,9.1,23.5
"294",24.92,31.58,65.41,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4.06,21.58,5.3,11,5.3,12.9,28.8,12.9,28.8
"295",80.94,92.5,92.34,11,8.08,0,2.6,13.2,58.52,36,86.4,4816.3,1.32,13.77,0,70.23,9.67,44688.12,10,161.27,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,12,10,10,10,0,0
"296",79.3,91.9,92.24,12,8.6,0,7.5,12,73.06,56.7,89.8,1204.15,0.81,13.83,0,78.84,9.67,45892.28,12.2,175.1,13.35,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.2,12,2.2,12.2,12.2,2.2,2.2
"297",78.58,91.07,92.01,13,10.03,10.03,5.8,14.7,75.82,52.7,94.7,2698.85,0.63,13.89,13.89,88.87,19.7,48591.12,12.6,188.99,27.24,9.689,37.94,52.367,1.2,0.21832055,10.63266553,1.09,12,0.4,12.6,12.6,3.29,3.29
"298",79.76,91.15,91.86,14,10.64,10.64,1.5,18.5,67.4,36.7,94.9,6692.2,0.82,13.95,13.95,99.51,30.34,55283.32,12.6,202.94,41.19,9.689,37.94,52.367,1.2,0.268115893,10.63266553,5.01,12,0,12.6,12.6,8.3,8.3
"299",82.74,91.93,91.87,15,12.06,12.06,3.9,20,63.79,37,87.5,6055.25,1.23,14.01,14.01,111.57,42.41,61338.57,13.4,216.95,55.2,9.689,37.94,52.367,1.2,0.328596852,10.63266553,0.8,12,0.8,13.4,13.4,9.1,9.1
"300",84.88,92.3,91.61,16,10.05,10.05,4,15.5,53.62,28.1,77.6,6844.95,1.98,14.06,14.06,121.62,52.46,68183.52,13.4,231.01,69.26,9.689,37.94,52.367,1.2,0.401583081,10.63266553,0,12,0,13.4,13.4,9.1,9.1
"301",85.28,92.96,91.51,17,10.31,10.31,1.5,17.6,53.17,29.6,84.4,7092.6,1.17,14.12,14.12,131.94,62.77,75276.12,13.4,245.13,83.38,9.689,37.94,52.367,1.2,0.489095645,10.63266553,4.65,12,0,13.4,13.4,13.75,13.75
"302",85.46,93.4,91.5,18,11.3,11.3,3.2,18.4,54.17,32.9,81.2,6938.32,1.23,14.18,14.18,143.24,74.07,82214.45,13.4,259.31,97.56,9.689,37.94,52.367,1.2,0.593115946,10.63266553,0,12,0,3.4,13.4,13.75,13.75
"303",86.56,93.66,91.46,19,10.67,10.67,4.8,16.6,48.3,27.2,67.8,7244.73,1.57,14.24,14.24,153.91,84.74,89459.18,13.4,273.55,111.8,9.689,37.94,52.367,1.2,0.715458232,10.63266553,0,12,0,1.2,13.4,11.55,13.75
"304",85.14,93.9,91.22,20,9.76,9.76,1.9,16.1,43.16,27.7,73.9,7388.58,1.75,14.29,14.29,163.67,94.51,96847.75,13.4,287.84,126.09,9.689,37.94,52.367,1.2,0.857435925,10.63266553,5.64,12,0,0.8,13.4,16.1,19.39
"305",84.47,93.13,90.97,21,10.82,10.82,2.7,17.6,40.61,25.4,59.7,7213.8,1.52,14.35,14.35,174.49,105.32,104061.55,13.4,302.19,140.44,9.689,37.94,52.367,1.2,1.019874403,10.63266553,0,12,0,0.8,13.4,11.09,19.39
"306",86.21,92.97,90.88,22,11.83,11.83,1.9,21.9,58.81,29.1,93.9,6058.32,1.09,14.41,14.41,186.32,117.16,110119.88,20.1,316.6,154.85,9.689,37.94,52.367,1.2,1.202550446,10.63266553,6.7,12,6.7,6.7,20.1,16.99,26.09
"307",101.32,93.66,90.38,23,11.42,11.42,5.6,17.2,70.19,35.9,95.8,5081.62,2.2,14.46,14.46,197.74,128.58,115201.5,24,331.06,169.31,9.689,37.94,52.367,1.2,1.403861393,10.63266553,3.9,12,3.9,10.6,24,20.89,29.99
"308",106.14,97.69,89.96,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.25,10.8,0,12,0,10.6,24,16.24,29.99
"309",106.14,97.69,89.96,24,7.62,0,0.8,12,68.89,51.8,91.4,3382.18,0.89,14.52,0,205.36,128.58,118583.68,24,345.58,169.31,9.689,37.94,52.367,1.2,1.25,10.8,0,12,0,10.6,14,16.24,29.99
"310",100.33,100.39,89.85,25,10.02,10.02,2.8,14.8,61.07,37.9,89.8,4033.68,1.44,14.57,14.57,215.38,138.59,122617.35,24,360.15,183.88,9.689,37.94,52.367,1.2,1.431,11.45,0,12,0,10.6,11.8,16.24,27.79
"311",95.6,100.71,89.72,26,9.27,9.27,3.3,13.4,55.6,37.7,76,5607.25,2.7,14.63,14.63,224.65,147.86,128224.6,24,374.78,198.51,9.689,37.94,52.367,1.2,1.612,12.1,0,12,0,10.6,11.4,10.6,26.7
"312",90.98,99.39,89.81,27,8.34,0,-0.2,14.7,60.97,37.2,90.8,4732.32,1.1,14.68,0,232.99,147.86,132956.92,24,389.46,198.51,9.689,37.94,52.367,1.2,1.793,12.75,0,12,0,10.6,11.4,10.6,21.69
"313",84.98,96.74,90.04,28,9.79,9.79,4.8,14,67.73,47.4,83,2193.3,2.94,14.73,14.73,242.78,157.65,135150.22,24.1,404.19,213.24,9.689,37.94,52.367,1.2,1.974,13.4,5.78,12,0.1,4,10.7,9.68,26.67
"314",82.26,93.36,89.47,29,7.31,0,3.4,12.2,72.19,45.5,89.8,4149.88,2.23,14.79,0,250.09,157.65,139300.1,25.7,418.98,213.24,9.689,37.94,52.367,1.2,2.155,14.05,1.6,12,1.6,1.7,12.3,7.38,28.27
"315",84.07,91.9,89.25,30,6.86,0,2,11.9,81.79,57,93.5,2475.72,1.11,14.84,0,256.94,157.65,141775.83,29.4,433.82,213.24,9.689,37.94,52.367,1.2,2.336,14.7,3.7,12,3.7,5.4,16,11.08,27.32
"316",88.58,91.87,88.79,31,8.35,0,3.8,13.3,65.74,39.4,89.8,5855.15,1.96,14.89,0,265.29,157.65,147630.98,29.4,448.71,213.24,9.689,37.94,52.367,1.2,2.517,15.35,0,12,0,5.4,16,11.08,27.32
"317",87.37,92.25,88.91,32,10.29,10.29,0.4,18.3,62.8,42.1,89.4,5233.9,1.12,14.94,14.94,275.58,167.94,152864.88,29.4,463.65,228.18,9.689,37.94,52.367,1.2,2.698,16,0,12,0,5.4,16,11.08,27.32
"318",78.43,90.71,89.21,33,18.3,18.3,6.5,28.6,57.11,31.3,89.3,6701.18,1.38,14.99,14.99,293.87,186.24,159566.05,29.4,478.64,243.17,9.689,37.94,52.367,1.2,2.879,16.65,0,12,0,5.4,16,11.08,21.68
"319",64.44,85.98,89.22,34,16.34,16.34,13,20.2,75.5,54.4,95.6,1515.58,1.21,15.04,15.04,310.21,202.57,161081.62,36.6,493.68,258.21,9.689,37.94,52.367,1.2,3.06,17.3,7.2,12,7.2,12.6,23.2,18.28,28.88
"320",69.06,81.74,89.05,35,13.55,13.55,12.3,15.1,91.07,85,96.8,1547.03,0.67,15.09,15.09,323.76,216.12,162628.65,40.6,508.77,273.3,9.689,37.94,52.367,1.2,3.1675,17.5225,4,12,4,16.5,20.5,16.5,26.18
"321",91.17,83.04,88.55,36,14.16,14.16,8.9,19,72.26,46.9,89.2,4529.52,1.27,15.14,15.14,337.92,230.28,167158.17,40.6,523.91,288.44,9.689,37.94,52.367,1.2,3.275,17.745,0,12,0,14.9,16.6,14.9,22.28
"322",79.39,82.33,88.39,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3825,17.9675,0,12,0,11.2,16.6,11.2,22.28
"323",79.39,82.33,88.39,37,12.87,12.87,5.7,19.9,72,42.4,95.6,5750.65,1.12,15.19,15.19,350.79,243.16,172908.83,40.6,539.1,303.63,9.689,37.94,52.367,1.2,3.3825,17.9675,0,12,0,11.2,16.6,11.2,22.28
"324",61.39,76.9,88.44,38,13.05,13.05,7.1,19.3,68.93,45,88.4,5428.4,1.02,15.24,15.24,363.84,256.21,178337.22,40.9,554.34,318.87,9.689,37.94,52.367,1.2,3.49,18.19,0.3,12,0.3,11.5,16.9,11.5,22.58
"325",49.68,70.71,88.07,39,11.9,11.9,9.2,14.9,75.43,56.3,90.8,3189.2,1.54,15.28,15.28,375.74,268.1,181526.42,42.9,569.62,334.15,9.689,37.94,52.367,1.2,3.576666667,18.52,2,12,2,13.5,18.9,13.5,24.58
"326",43.73,65.17,87.36,40,11.68,11.68,6.9,18.6,80.23,47.3,95.7,4802.18,1.35,15.33,15.33,387.43,279.79,186328.6,49.5,584.95,349.48,9.689,37.94,52.367,1.2,3.663333333,18.85,6.6,12,6.6,12.9,25.5,12.9,31.18
"327",44.33,60.98,86.57,41,11.93,11.93,8.8,16.4,80.68,62.9,95.5,3797.85,1.57,15.37,15.37,399.36,291.72,190126.45,54.2,600.32,364.85,9.689,37.94,52.367,1.2,3.75,19.18,4.7,12,4.7,13.6,30.1,13.6,30.1
"328",51.44,59.29,86.23,42,11.67,11.67,8.1,16.5,77.5,57.3,92.7,4489.98,1.55,15.42,15.42,411.03,303.39,194616.42,55,615.74,380.27,9.689,37.94,52.367,1.2,3.8175,19.745,0.8,12,0.8,14.4,29.3,14.4,29.3
"329",48.65,57.27,86.06,43,11.75,11.75,5.6,17.6,73.71,47.3,95.5,5832.42,1.43,15.46,15.46,422.78,315.14,200448.85,56.5,631.2,395.73,9.689,37.94,52.367,1.2,3.885,20.31,1.5,12,1.5,15.9,27.1,15.9,27.1
"330",40.68,53.66,85.39,44,13.18,13.18,8.1,17.7,68.84,48.9,93.1,4335.35,1.01,15.5,15.5,435.96,328.32,204784.2,56.5,646.7,411.23,9.689,37.94,52.367,1.2,3.9525,20.875,0,12,0,15.9,27.1,15.9,27.1
"331",33.71,49.55,84.92,45,13.87,13.87,8.6,18.1,62.95,41.3,89.2,5263.5,2.06,15.54,15.54,449.83,342.2,210047.7,59.2,662.24,426.77,9.689,37.94,52.367,1.2,4.02,21.44,2.7,12,2.7,18.3,29.8,18.3,29.8
"332",29.34,45.04,83.9,46,12.23,12.23,8.5,16.9,69.96,49.5,92.3,4715.12,2.47,15.59,15.59,462.06,354.42,214762.83,60.4,677.83,442.36,9.689,37.94,52.367,1.2,4.02,21.44,1.2,12,1.2,17.5,31,17.5,31
"333",27.05,40.94,82.95,47,12.2,12.2,7.5,17.6,67.03,43.8,87.9,4898.05,1.86,15.62,15.62,474.26,366.62,219660.88,60.4,693.45,457.98,9.689,37.94,52.367,1.2,4.02,21.44,0,12,0,10.9,23.8,10.9,23.8
"334",25.76,37.15,82.38,48,11.86,11.86,5,20.2,73.58,35.9,92.2,4898.45,1.3,15.66,15.66,486.12,378.48,224559.33,61.9,709.11,473.64,9.689,37.94,52.367,1.2,4.02,21.44,1.5,12,1.5,7.7,21.3,7.7,21.3
"335",25.03,34.41,81.53,49,10.32,10.32,8.3,14.7,77.5,55,88.4,2502.93,2.26,15.7,15.7,496.43,388.8,227062.25,64.1,724.81,489.34,9.689,37.94,52.367,1.2,4.02,21.44,2.2,12,2.2,9.1,23.5,9.1,23.5
"336",24.83,33.51,80.97,50,10.68,10.68,6.9,14.6,84.31,61.8,93.2,2876.4,1.31,15.74,15.74,507.11,399.47,229938.65,69.4,740.55,505.08,9.689,37.94,52.367,1.2,4.02,21.44,5.3,12,5.3,12.9,28.8,12.9,28.8
"337",76.65,46.36,57.02,2,24.49,24.49,16.1,32.8,62.07,36.4,91.2,7875.6,1.01,16.21,16.21,67.37,67.37,23580.88,0,48.6,48.6,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,14,0,0,0,0,0
"338",76.35,47.07,56.3,3,25.98,25,15.8,33.7,61.75,41.2,88.5,7664.95,0.94,16.22,16.22,93.35,92.37,31245.82,0,64.82,64.82,9.689,37.94,52.367,1.2,0.177506973,10.63266553,11.16,14,0,0,0,11.16,11.16
"339",115.46,47.98,56.11,4,27.32,25,18.1,34.2,60.77,40.7,91.2,6581.27,0.78,16.22,16.22,120.67,117.37,37827.1,0,81.04,81.04,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,14,0,0,0,11.16,11.16
"340",91.7,49.3,55.97,5,26.93,25,18.4,33,58.75,40.4,87.5,7668.85,0.99,16.23,16.23,147.6,142.37,45495.95,0,97.27,97.27,9.689,37.94,52.367,1.2,0.177506973,10.63266553,11.1,14,0,0,0,22.26,22.26
"341",105.01,49.78,55.7,6,25.29,25,19.5,29.2,62.1,45.5,90.4,6055.88,1.39,16.23,16.23,172.89,167.37,51551.82,2.8,113.5,113.5,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.8,14,2.8,2.8,2.8,25.06,25.06
"342",111.12,51.8,55.4,7,21.07,21.07,17.2,26.5,71.88,51,92.8,5861,2.11,16.23,16.23,193.96,188.44,57412.82,2.9,129.73,129.73,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.1,14,0.1,2.9,2.9,25.16,25.16
"343",152.69,59.23,55.31,8,16.67,16.67,13.8,18.8,83.7,71.7,90.6,2196,1.23,16.23,16.23,210.63,205.11,59608.82,7,145.96,145.96,9.689,37.94,52.367,1.2,0.177506973,10.63266553,15.19,14,4.1,7,7,40.35,40.35
"344",130.07,89.54,55.33,9,20.05,20.05,15.2,25.8,73.68,54.1,90.7,6233.75,1.54,16.23,16.23,230.68,225.15,65842.57,7.2,162.19,162.19,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.2,14,0.2,7.2,7.2,40.55,40.55
"345",152.58,147.5,55.43,10,17.58,17.58,16,19.1,87.44,80,93.2,1631.1,0.83,16.22,16.22,248.26,242.74,67473.68,23.3,178.41,178.41,9.689,37.94,52.367,1.2,0.177506973,10.63266553,16.1,14,16.1,23.3,23.3,45.49,56.65
"346",135.21,198.14,75.89,11,18.54,18.54,13.5,23.5,74.13,51.8,90.8,4385.75,0.97,16.22,16.22,266.8,261.28,71859.43,24.1,194.63,194.63,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.8,14,0.8,24.1,24.1,46.29,57.45
"347",112.9,149.69,91.77,12,19.89,19.89,12.4,26.6,66.99,42.4,94,7765.15,0.73,16.21,16.21,286.7,281.18,79624.57,24.1,210.84,210.84,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,14,0,24.1,24.1,35.19,57.45
"348",103.06,132.3,93.36,13,21.91,21.91,14.9,27.7,68.77,47.8,92.4,5073.55,1,16.2,16.2,308.61,303.08,84698.12,24.1,227.04,227.04,9.689,37.94,52.367,1.2,0.226016494,11.10211441,0,14,0,21.3,24.1,32.39,57.45
"349",98.19,123.04,92.91,14,23.21,23.21,16.3,29.8,68.74,41.8,92.6,6556.92,0.89,16.19,16.19,331.82,326.29,91255.05,24.1,243.23,243.23,9.689,37.94,52.367,1.2,0.286818371,11.5775812,0,14,0,21.2,24.1,32.29,57.45
"350",100.87,116.44,91.41,15,19.47,19.47,14,26.4,80.89,53.8,95.3,4230.18,0.9,16.18,16.18,351.29,345.77,95485.23,33.7,259.41,259.41,9.689,37.94,52.367,1.2,0.362454395,12.05791473,9.6,14,9.6,26.7,33.7,26.7,67.05
"351",121.19,117.84,90.34,16,16.28,16.28,13.2,20.3,83.93,64.1,95,2647,1.01,16.17,16.17,367.57,362.05,98132.23,36.6,275.58,275.58,9.689,37.94,52.367,1.2,0.455601725,12.54161534,2.9,14,2.9,29.4,36.6,29.4,69.95
"352",124.02,119.18,89.87,17,16.37,16.37,14.5,19.1,75.3,59.3,92.7,2604.88,1.14,16.15,16.15,383.94,378.42,100737.1,36.7,291.73,291.73,9.689,37.94,52.367,1.2,0.569061745,13.02774167,0.1,14,0.1,13.4,36.7,13.4,58.89
"353",105.08,116.13,89.39,18,18.78,18.78,11.9,25.2,68.03,45.3,92.5,6306.88,0.99,16.14,16.14,402.72,397.2,107043.98,36.7,307.87,307.87,9.689,37.94,52.367,1.2,0.705246916,13.51473209,0,14,0,12.6,36.7,12.6,58.89
"354",94.8,111.86,88.8,19,20.86,20.86,12.2,28.2,66.11,40.6,94.2,7238.3,0.67,16.12,16.12,423.58,418.06,114282.27,36.7,323.99,323.99,9.689,37.94,52.367,1.2,0.865967248,14.00131474,0,14,0,12.6,36.7,12.6,47.79
"355",124,136.95,89.02,20,19.16,19.16,14.8,24.7,80.56,57.4,94.8,3916.07,0.62,16.1,16.1,442.74,437.22,118198.35,59,340.09,340.09,9.689,37.94,52.367,1.2,1.051907754,14.48622356,22.3,14,22.3,34.9,56.2,34.9,67.29
"356",146.02,190.41,108.63,21,18.22,18.22,14.1,22.5,86.9,73.3,95.2,3315.18,0.65,16.08,16.08,460.96,455.44,121513.52,62.9,356.17,356.17,9.689,37.94,52.367,1.2,1.262148863,14.96821143,3.9,14,3.9,38.8,60,38.8,71.09
"357",154.43,203.51,123.48,22,17.86,17.86,14.7,20.9,85.17,66,96.8,2211.55,0.84,16.06,16.06,478.82,473.3,123725.07,69.8,372.23,372.23,9.689,37.94,52.367,1.2,1.493800203,15.44606283,6.9,14,6.9,36.1,62.8,36.1,62.8
"358",128.36,161.84,127.05,23,19.32,19.32,14,25.4,72.38,47,93.4,6424.4,0.87,16.04,16.04,498.14,492.62,130149.48,69.8,388.27,388.27,9.689,37.94,52.367,1.2,1.741736773,15.9183152,0,14,0,33.2,62.6,33.2,62.6
"359",108.15,136.97,119.34,24,18.09,18.09,13.6,22.9,79.84,66.7,94,3566.22,1.03,16.01,16.01,516.23,510.71,133715.7,70,404.28,404.28,9.689,37.94,52.367,1.2,1.999332604,16.38415011,0.2,14,0.2,33.3,46.7,33.3,46.7
"360",98.07,126.18,114.2,25,18.83,18.83,14.2,22.8,77.21,63.1,90.5,3675.15,1.08,15.99,15.99,535.06,529.54,137390.85,71.1,420.27,420.27,9.689,37.94,52.367,1.2,2.59,16.6,1.1,14,1.1,34.4,47,34.4,47
"361",87.2,119.04,109.87,26,19.42,19.42,12.3,26.1,74.85,47.5,95.9,6242.45,0.89,15.96,15.96,554.49,548.97,143633.3,78.6,436.23,436.23,9.689,37.94,52.367,1.2,2.723333333,17.27666667,7.5,14,7.5,41.9,54.5,41.9,54.5
"362",89.3,112.94,107.33,27,19.05,19.05,15,24.7,78.22,52.8,95.3,4810.6,0.66,15.94,15.94,573.54,568.02,148443.9,78.7,452.17,452.17,9.689,37.94,52.367,1.2,2.856666667,17.95333333,0.1,14,0.1,19.7,54.6,19.7,54.6
"363",79.74,108.63,105.27,28,20.16,20.16,13.2,26.2,75.66,54.4,96.2,4545.45,0.87,15.91,15.91,593.7,588.18,152989.35,79.4,468.08,468.08,9.689,37.94,52.367,1.2,2.99,18.63,0.7,14,0.7,16.5,55.3,16.5,55.3
"364",112.75,104.03,102.65,29,18.66,18.66,16.2,21.2,92.1,85,96.2,1363.9,0.85,15.88,15.88,612.36,606.84,154353.25,94,483.96,483.96,9.689,37.94,52.367,1.2,3.176666667,18.74666667,14.6,14,14.6,24.2,60.3,24.2,60.3
"365",147.54,160.47,103.1,31,19.45,19.45,16,24.9,81.01,57.7,96.1,4969.77,0.79,15.81,15.81,648.64,643.12,160275.83,99.3,515.61,515.61,9.689,37.94,52.367,1.2,3.55,18.98,1.4,14,5.3,29.5,62.7,25.6,58.8
"366",135.33,144.96,106.42,32,19.18,19.18,15.9,22.3,84.36,71.6,95.4,5308.62,2.27,15.78,15.78,667.82,662.3,165584.45,104.5,531.39,531.39,9.689,37.94,52.367,1.2,3.555,19.1675,5.2,14,5.2,34.5,67.8,30.6,63.9
"367",113.35,133.3,106.3,33,20.43,20.43,15.7,25.9,78.54,63.7,91.8,5530.25,1.74,15.74,15.74,688.25,682.73,171114.7,104.5,547.13,547.13,9.689,37.94,52.367,1.2,3.56,19.355,0,14,0,33.4,67.8,29.5,63.9
"368",92.81,119.11,104.49,34,22.52,22.52,15.1,29,66,47.5,90.9,7853.45,1.7,15.71,15.71,710.77,705.25,178968.15,104.5,562.84,562.84,9.689,37.94,52.367,1.2,3.565,19.5425,0,14,0,25.9,67.8,22,63.9
"369",69.35,107.41,101.78,35,21.23,21.23,15.8,26.3,66.47,49.1,87.7,6665.98,1.63,15.67,15.67,732,726.48,185634.12,104.5,578.51,578.51,9.689,37.94,52.367,1.2,3.57,19.73,0,14,0,25.8,45.5,21.9,41.6
"370",48.65,99.25,99.49,36,19.24,19.24,11.7,26.2,67.56,44.4,93.8,7032.27,0.93,15.63,15.63,751.25,745.73,192666.4,104.5,594.14,594.14,9.689,37.94,52.367,1.2,3.643333333,20.09333333,4.8,14,0,25.1,41.6,26,42.5
"371",36.37,92.73,97.44,37,19.41,19.41,11.4,26.4,63.6,41.8,90.2,7672,1.05,15.59,15.59,770.66,765.14,200338.4,104.5,609.73,609.73,9.689,37.94,52.367,1.2,3.716666667,20.45666667,0,14,0,10.5,34.7,11.4,35.6
"372",28.84,85.89,94.89,38,20.04,20.04,12.1,27.2,66.19,44.2,92,6946.92,0.9,15.55,15.55,790.7,785.18,207285.33,104.5,625.28,625.28,9.689,37.94,52.367,1.2,3.79,20.82,27.68,14,0,5.2,34.7,37.68,63.28
"373",106.81,79.3,92.43,39,20.99,20.99,12.5,28.2,65.23,40.6,94.3,7572.23,0.91,15.51,15.51,811.69,806.17,214857.55,104.5,640.79,640.79,9.689,37.94,52.367,1.2,3.84,21.165,0,14,0,0,34.5,32.48,63.08
"374",101.41,74.85,90.51,40,19.36,19.36,14.2,24.1,80.17,62.6,94.4,3775.52,0.75,15.47,15.47,831.05,825.52,218633.08,110.5,656.26,656.26,9.689,37.94,52.367,1.2,3.89,21.51,6,14,6,6,39.4,38.48,67.98
"375",103.16,71.84,88.57,41,20.69,20.69,15.4,28.6,78.72,43.7,96.2,6581.35,0.75,15.43,15.43,851.74,846.22,225214.42,114.2,671.69,671.69,9.689,37.94,52.367,1.2,3.94,21.855,3.7,14,3.7,9.7,35.6,42.18,64.18
"376",95.72,67.99,85.94,42,21.11,21.11,14.7,27.6,73.62,46.7,96.7,6709.98,0.91,15.38,15.38,872.85,867.33,231924.4,114.5,687.07,687.07,9.689,37.94,52.367,1.2,3.99,22.2,0.3,14,0.3,10,35.8,42.48,64.38
"377",70.17,63.55,84.27,43,19.34,19.34,14.7,25.7,78.37,54.9,94.2,4332.38,0.88,15.34,15.34,892.19,886.67,236256.78,115.9,702.41,702.41,9.689,37.94,52.367,1.2,3.99,22.2,1.4,14,1.4,11.4,36.5,39.08,65.08
"378",59.21,60.92,82.67,44,19.11,19.11,13.4,25.2,77.19,54,95.9,4403.48,1.14,15.3,15.3,911.3,905.78,240660.25,116,717.71,717.71,9.689,37.94,52.367,1.2,3.99,22.2,0.1,14,0.1,11.5,22,39.18,50.58
"379",61.58,58.48,64.73,2,24.49,24.49,16.1,32.8,62.07,36.4,91.2,7875.6,1.01,16.21,16.21,67.37,67.37,23580.88,0,48.6,48.6,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,15,0,0,0,0,0
"380",64.69,59.29,64.43,3,25.98,25,15.8,33.7,61.75,41.2,88.5,7664.95,0.94,16.22,16.22,93.35,92.37,31245.82,0,64.82,64.82,9.689,37.94,52.367,1.2,0.177506973,10.63266553,11.24,15,0,0,0,11.24,11.24
"381",93.8,60.63,64.57,4,27.32,25,18.1,34.2,60.77,40.7,91.2,6581.27,0.78,16.22,16.22,120.67,117.37,37827.1,0,81.04,81.04,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0,15,0,0,0,11.24,11.24
"382",82.55,62.66,64.61,5,26.93,25,18.4,33,58.75,40.4,87.5,7668.85,0.99,16.23,16.23,147.6,142.37,45495.95,0,97.27,97.27,9.689,37.94,52.367,1.2,0.177506973,10.63266553,11.22,15,0,0,0,22.46,22.46
"383",93.31,63.52,64.95,6,25.29,25,19.5,29.2,62.1,45.5,90.4,6055.88,1.39,16.23,16.23,172.89,167.37,51551.82,2.8,113.5,113.5,9.689,37.94,52.367,1.2,0.177506973,10.63266553,2.8,15,2.8,2.8,2.8,25.26,25.26
"384",105.05,65.23,64.75,7,21.07,21.07,17.2,26.5,71.88,51,92.8,5861,2.11,16.23,16.23,193.96,188.44,57412.82,2.9,129.73,129.73,9.689,37.94,52.367,1.2,0.177506973,10.63266553,0.1,15,0.1,2.9,2.9,25.36,25.36
